rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/fps,train/loss,train/learning_rate,train/clip_range,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/entropy_loss,train/clip_fraction
308.32,389120,-20.06,941,190,413,21.291637420654297,0.0003,0.2,0.8450025916099548,6790,-0.020847998118551914,0.01580317,46.829608005285266,-0.9533473271876574,0.17470703125
307.73,391168,-21.139999999999997,947,191,412,50.31820297241211,0.0003,0.2,0.6495321989059448,6800,-0.020877571527671536,0.010805691,121.20049247741699,-0.9231866193935275,0.13583984375
303.18,393216,-18.906000000000002,951,192,413,77.60613250732422,0.0003,0.2,0.6165040731430054,6810,-0.013837927654094528,0.011447471,89.4833903491497,-0.8381103986874223,0.097607421875
299.11,395264,-17.269000000000002,957,193,412,18.52936553955078,0.0003,0.2,0.7435941100120544,6820,-0.01583688979735598,0.013338662,82.5299196600914,-0.9111154457554221,0.12119140625
294.36,397312,-15.208999999999996,963,194,412,39.79299545288086,0.0003,0.2,0.7086441516876221,6830,-0.015913827715849038,0.0137663465,110.98070420622825,-0.9067437399178744,0.14990234375
290.89,399360,-14.218999999999996,968,195,412,69.22352600097656,0.0003,0.2,0.5395067930221558,6840,-0.015873129785177298,0.013108905,129.577474462986,-0.8086419556289911,0.111572265625
289.15,401408,-13.139000000000001,974,196,411,21.771394729614258,0.0003,0.2,0.46539145708084106,6850,-0.020011852822790388,0.026743745,75.45379962921143,-0.8899394910782575,0.181884765625
287.55,403456,-13.469,981,197,411,22.762449264526367,0.0003,0.2,0.6347439289093018,6860,-0.018668276011885608,0.012962935,75.91160691976548,-0.8577064938843251,0.158935546875
291.16,405504,-15.746999999999998,987,198,410,16.973726272583008,0.0003,0.2,0.6873103380203247,6870,-0.016152115880686324,0.0317669,62.2968062788248,-0.8389325873926282,0.216064453125
289.89,407552,-15.215999999999998,993,199,410,9.195276260375977,0.0003,0.2,0.7948691248893738,6880,-0.02067617597276694,0.027481712,29.497816182672977,-0.9019451262429357,0.21630859375
