time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/entropy_loss,train/n_updates,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/loss,train/policy_gradient_loss,train/learning_rate,train/clip_range
49152,24,78.55,-0.8770000000000002,157,311,-1.1001435868442058,230,27.389870753884317,-0.03308367729187012,0.133935546875,0.012718793,15.39376449584961,-0.011364497835165821,0.0003,0.2
51200,25,83.27,-3.971,162,315,-1.0917800646275282,240,21.26304392516613,-0.031607985496520996,0.15029296875,0.016677327,6.6568217277526855,-0.009028686642704998,0.0003,0.2
53248,26,81.14,-2.47,165,320,-1.123542783409357,250,22.17778878211975,0.1043885350227356,0.149365234375,0.016308118,8.943799018859863,-0.009127624025859404,0.0003,0.2
55296,27,83.44,-4.610000000000001,169,325,-1.0954627927392722,260,24.846760696172716,0.16315162181854248,0.1517578125,0.015143895,10.018121719360352,-0.013079748576274142,0.0003,0.2
57344,28,84.81,-5.66,173,330,-1.0884121991693974,270,20.535194793343543,0.30358099937438965,0.144287109375,0.010897199,8.07970905303955,-0.01131763551675249,0.0003,0.2
59392,29,84.33,-5.843,177,335,-1.096824151277542,280,22.075266405940056,-0.14325165748596191,0.181298828125,0.019752681,5.280010223388672,-0.010654940331005492,0.0003,0.2
61440,30,89.0,-8.925,180,340,-1.0592328138649463,290,23.161408576369286,0.10865062475204468,0.148046875,0.010301216,7.7046966552734375,-0.0088380812536343,0.0003,0.2
63488,31,88.53,-8.265999999999998,181,349,-1.078494735248387,300,31.384705770015717,0.30546635389328003,0.146533203125,0.013971497,13.61543083190918,-0.01358339353610063,0.0003,0.2
65536,32,92.01,-11.732999999999999,179,365,-1.0838790714740754,310,32.19123150110245,0.25339001417160034,0.140625,0.012938772,12.486151695251465,-0.01536152421758743,0.0003,0.2
67584,33,93.2,-12.706000000000001,178,378,-1.1226686999201774,320,17.324563324451447,0.13033580780029297,0.158056640625,0.013741691,6.6892595291137695,-0.01180606161506148,0.0003,0.2
69632,34,86.0,-7.923000000000001,177,391,-1.1001706458628178,330,33.458714082837105,0.33782798051834106,0.14765625,0.01486148,13.166881561279297,-0.011562768109433819,0.0003,0.2
71680,35,90.8,-10.946999999999997,177,404,-1.1082674998790025,340,23.135113495588303,-0.2683253288269043,0.117138671875,0.012494162,8.101693153381348,-0.010242833852680632,0.0003,0.2
73728,36,89.24,-8.993,176,417,-1.0783755714073777,350,32.48857055604458,0.062166035175323486,0.119189453125,0.01192154,12.878083229064941,-0.012867729905701708,0.0003,0.2
75776,37,84.36,-4.9799999999999995,176,430,-1.0784353990107776,360,31.909201496839522,0.1206933856010437,0.139453125,0.01532266,14.328932762145996,-0.01244276747602271,0.0003,0.2
77824,38,84.87,-5.434000000000001,175,443,-1.0436892738565802,370,34.55387414693833,0.1559278964996338,0.143896484375,0.0142661575,12.687788963317871,-0.015799268273258348,0.0003,0.2
79872,39,78.05,-1.7299999999999998,174,456,-1.0373131055384874,380,30.322820410132408,0.16352933645248413,0.13896484375,0.012072932,10.399585723876953,-0.01329074974928517,0.0003,0.2
81920,40,71.24,1.8240000000000003,174,469,-0.9607092097401619,390,26.301529282331465,0.18275117874145508,0.13828125,0.01985672,9.958498001098633,-0.011084901021968107,0.0003,0.2
