time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/entropy_loss,train/n_updates,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/loss,train/policy_gradient_loss,train/learning_rate,train/clip_range
83968,41,71.74,1.1609999999999996,176,475,-1.0219419922679662,400,21.196587160229683,0.16939735412597656,0.14072265625,0.017056007,8.910893440246582,-0.00932059768238105,0.0003,0.2
86016,42,73.74,-0.17399999999999985,179,479,-1.0298501992598177,410,20.60360267162323,0.2145177721977234,0.137548828125,0.01322529,10.667012214660645,-0.009701687678170857,0.0003,0.2
88064,43,71.41,1.391000000000001,181,483,-1.0244503516703845,420,22.81495973467827,0.23549741506576538,0.112939453125,0.011182152,9.374614715576172,-0.00799314412433887,0.0003,0.2
90112,44,77.16,-1.9189999999999998,178,504,-1.0271705823019146,430,21.203502595424652,0.0686149001121521,0.148974609375,0.013962549,7.110618591308594,-0.013492533657699823,0.0003,0.2
92160,45,74.96,-1.0369999999999997,178,516,-1.0371017722412943,440,20.407536974549295,0.2911505699157715,0.1197265625,0.011458281,9.615273475646973,-0.007380488621129189,0.0003,0.2
94208,46,72.58,0.5199999999999997,177,529,-1.0028821758925914,450,19.444366328418255,0.1834477186203003,0.156103515625,0.015091067,9.462160110473633,-0.011020164990623017,0.0003,0.2
96256,47,80.91,-4.199,177,542,-1.0290987573564052,460,17.235230085253715,0.0064239501953125,0.150927734375,0.01787956,6.9766411781311035,-0.01240093425003579,0.0003,0.2
98304,48,80.54,-3.553,176,555,-1.0254478054121137,470,15.931736850738526,0.08438199758529663,0.13046875,0.016056336,4.429677486419678,-0.005721532812458463,0.0003,0.2
100352,49,78.96,-2.1469999999999994,176,569,-1.0401863677427172,480,21.31747781932354,0.28636324405670166,0.122900390625,0.01272604,7.354704856872559,-0.009252683284285013,0.0003,0.2
102400,50,75.87,-0.8579999999999997,175,584,-1.011396981589496,490,30.804322755336763,0.4219402074813843,0.1044921875,0.008530113,14.58678150177002,-0.011378447563038208,0.0003,0.2
104448,51,74.56,-0.6509999999999997,174,597,-1.0013095634058118,500,19.29691497832537,0.3282043933868408,0.1427734375,0.018755302,8.15265941619873,-0.009168622487050016,0.0003,0.2
106496,52,77.29,-3.048,174,610,-1.0017796402797103,510,17.93560782521963,0.10679590702056885,0.1658203125,0.01813803,5.264103889465332,-0.010566763609676854,0.0003,0.2
108544,53,77.46,-3.4719999999999995,174,623,-1.0470460899174214,520,17.0696954742074,0.3353383541107178,0.166748046875,0.01548581,5.190609931945801,-0.009985234454507008,0.0003,0.2
110592,54,79.77,-5.484000000000001,173,638,-0.9609232548624277,530,18.791162523627282,0.05636197328567505,0.130615234375,0.015698984,8.201417922973633,-0.011805040464969352,0.0003,0.2
112640,55,79.03,-4.660999999999999,172,652,-0.9982107067480683,540,14.801576462388038,0.42466241121292114,0.13427734375,0.012346797,4.4354753494262695,-0.007152656640391797,0.0003,0.2
114688,56,78.47,-4.611000000000001,172,665,-1.0118951881304383,550,13.812346668541432,0.10184699296951294,0.14912109375,0.015012103,4.277366638183594,-0.008670215783058665,0.0003,0.2
116736,57,84.43,-8.505999999999998,172,678,-0.9765258746221661,560,16.725653775036335,0.09246885776519775,0.16025390625,0.019276818,5.301436901092529,-0.018077964951226023,0.0003,0.2
118784,58,78.1,-3.3489999999999993,171,692,-0.9893569972366094,570,24.134235522150995,0.45966172218322754,0.12080078125,0.016853692,13.637521743774414,-0.012496556484256871,0.0003,0.2
120832,59,76.56,-2.1270000000000007,173,698,-1.0029101949185133,580,19.581926000118255,0.042717158794403076,0.13525390625,0.012276225,8.751349449157715,-0.011055054576718248,0.0003,0.2
122880,60,72.57,1.2369999999999999,174,703,-1.0585056150332093,590,16.729834738373757,0.2943008542060852,0.13369140625,0.013397362,5.859875679016113,-0.011915312707424163,0.0003,0.2
124928,61,71.14,2.3209999999999997,176,709,-1.0401432575657963,600,17.86758822351694,0.3235180974006653,0.132080078125,0.015963802,5.573573589324951,-0.010415289677621332,0.0003,0.2
126976,62,73.55,0.7059999999999994,177,714,-1.0801340091973544,610,16.312832237780093,0.2171648144721985,0.1521484375,0.020782098,7.1699137687683105,-0.01437933543784311,0.0003,0.2
129024,63,77.85,-2.266,179,720,-1.0800270147621631,620,19.564867058396338,0.24407559633255005,0.1240234375,0.012923164,8.02855396270752,-0.013036091707181185,0.0003,0.2
131072,64,77.36,-1.708000000000001,180,725,-1.084376409649849,630,21.124607050418852,0.3870062828063965,0.130810546875,0.012758352,10.455095291137695,-0.011733849535812624,0.0003,0.2
133120,65,83.99,-6.464000000000001,182,729,-1.0541516419500112,640,19.255607256293295,-0.10559320449829102,0.164501953125,0.012314582,7.679025173187256,-0.015772529841342475,0.0003,0.2
135168,66,77.85,-3.155,184,734,-1.0868746545165777,650,15.943131519854068,0.25881046056747437,0.14482421875,0.020967223,7.094498634338379,-0.01303882318898104,0.0003,0.2
137216,67,72.6,0.36100000000000015,185,740,-1.0429655799642206,660,19.508264437317848,0.41195452213287354,0.135693359375,0.01607846,6.360576629638672,-0.01370756372489268,0.0003,0.2
139264,68,66.94,4.745000000000001,186,745,-1.0646838711574673,670,17.084342578053473,0.31755757331848145,0.16630859375,0.016169384,5.968328475952148,-0.021148687577806413,0.0003,0.2
141312,69,66.24,5.582999999999998,184,765,-1.0418732864782214,680,16.446625059843065,0.10864090919494629,0.17490234375,0.0146985315,7.047481536865234,-0.015198322731885127,0.0003,0.2
143360,70,64.27,5.735999999999998,183,780,-1.0422527721151709,690,14.075789076089858,0.2160465121269226,0.127734375,0.011661325,8.74107551574707,-0.013854193863517139,0.0003,0.2
145408,71,70.84,1.6469999999999998,183,794,-1.0492069290950894,700,11.322943383455277,0.15485578775405884,0.1564453125,0.020386145,4.110680103302002,-0.015069678289000877,0.0003,0.2
147456,72,68.23,2.7289999999999996,182,808,-1.061260561272502,710,10.700750137120485,0.19969141483306885,0.165771484375,0.013634028,2.6702561378479004,-0.012407160474685952,0.0003,0.2
149504,73,71.5,1.2450000000000003,181,821,-0.9841254824772477,720,18.871575328707696,0.1715172529220581,0.1103515625,0.011421947,7.7158308029174805,-0.012743157568911557,0.0003,0.2
151552,74,63.15,6.597000000000001,182,831,-0.9973624145612121,730,17.70504597425461,0.4321226477622986,0.11064453125,0.011095974,9.052844047546387,-0.014381806334131397,0.0003,0.2
153600,75,64.3,5.736000000000001,183,836,-0.9553548881784082,740,18.391307246685027,0.39160436391830444,0.132763671875,0.014652063,5.640686511993408,-0.014459289194201119,0.0003,0.2
155648,76,62.1,6.985999999999999,184,842,-0.9877034010365605,750,15.848489837348462,0.14484304189682007,0.1138671875,0.009732827,7.1247453689575195,-0.011312628851737828,0.0003,0.2
157696,77,63.93,5.939,185,847,-0.9608261549845338,760,18.18369676619768,0.41451913118362427,0.13759765625,0.014103193,3.6101832389831543,-0.016186969607952052,0.0003,0.2
159744,78,69.01,2.5130000000000003,185,860,-0.9932109866291284,770,17.92424932718277,0.2366952896118164,0.14296875,0.012002362,7.341468811035156,-0.013254757008689921,0.0003,0.2
161792,79,69.39,2.7310000000000008,185,873,-1.0445086725056172,780,18.007747869193555,0.35711634159088135,0.154345703125,0.018998694,6.903993129730225,-0.017122274468420073,0.0003,0.2
163840,80,63.67,6.419999999999999,184,886,-0.970511525683105,790,18.51468808054924,0.3302120566368103,0.140478515625,0.011815442,6.607663631439209,-0.016851419940940103,0.0003,0.2
165888,81,59.39,9.331,184,898,-0.9365595526993274,800,16.319881111383438,0.30617231130599976,0.14228515625,0.01404202,6.184659004211426,-0.010288432022207417,0.0003,0.2
167936,82,58.52,9.124,184,910,-0.9766777627170086,810,18.991803279519083,0.4781196117401123,0.12236328125,0.014836622,6.974760055541992,-0.011831665776844602,0.0003,0.2
169984,83,61.58,6.968,184,923,-0.9495140932500362,820,10.229536890983582,0.23158079385757446,0.1583984375,0.018788459,4.502828121185303,-0.016264459541707764,0.0003,0.2
172032,84,62.49,6.601999999999999,184,933,-0.9521213222295046,830,17.319494950771332,0.35945963859558105,0.1419921875,0.015938906,6.260433673858643,-0.011616365480585955,0.0003,0.2
174080,85,64.39,6.02,185,938,-0.9951780213043093,840,14.599067725241184,0.41303473711013794,0.154248046875,0.016254585,4.824150562286377,-0.016738409546087497,0.0003,0.2
176128,86,72.41,1.5140000000000002,186,942,-1.0120353171601892,850,18.269722153246402,0.49872297048568726,0.08642578125,0.008350021,6.770333766937256,-0.010177784264669754,0.0003,0.2
178176,87,71.68,2.241,188,947,-1.0735483087599278,860,24.43012389242649,0.5243836045265198,0.132763671875,0.011747428,9.199111938476562,-0.013578375383804086,0.0003,0.2
180224,88,73.43,1.004,189,953,-0.9773405415937304,870,27.715343192219734,0.34275221824645996,0.1162109375,0.011563316,7.6297101974487305,-0.012574363820021972,0.0003,0.2
182272,89,66.22,5.499000000000002,190,957,-1.0133176598697902,880,15.99867228269577,0.4241505265235901,0.177783203125,0.015923794,4.307361602783203,-0.020505950490769465,0.0003,0.2
184320,90,64.65,6.0889999999999995,191,962,-0.9618060115724802,890,18.535925886034967,0.42920881509780884,0.14052734375,0.012393305,4.106540203094482,-0.011534987995401026,0.0003,0.2
186368,91,58.22,10.203000000000001,192,966,-0.9843536524102092,900,21.124728840589523,0.5196058750152588,0.118603515625,0.011013007,6.2509284019470215,-0.011626409413293005,0.0003,0.2
188416,92,60.39,8.375,194,971,-0.9213092742487788,910,16.44236518740654,0.31148195266723633,0.1587890625,0.0144007,10.347626686096191,-0.016479141788295237,0.0003,0.2
190464,93,58.21,9.182,195,975,-0.9762550987303257,920,16.103704491257666,0.43984276056289673,0.17099609375,0.01854244,4.542834281921387,-0.018335834587924184,0.0003,0.2
192512,94,65.56,4.925000000000001,196,980,-0.930376792140305,930,13.390986075997352,0.11915183067321777,0.1259765625,0.013914378,6.478364944458008,-0.013627153931884095,0.0003,0.2
194560,95,66.15,5.090999999999999,197,984,-1.0201836347579956,940,16.339125603437424,0.5615314841270447,0.134716796875,0.011395162,6.300241947174072,-0.011178200645372272,0.0003,0.2
196608,96,64.57,6.604000000000001,198,989,-0.9660594664514065,950,23.129099243879317,0.42779725790023804,0.144482421875,0.011423098,7.4333577156066895,-0.01776316304458305,0.0003,0.2
198656,97,59.37,9.817999999999998,199,993,-0.907237421348691,960,18.324530854821205,0.3675536513328552,0.124462890625,0.011822993,6.631930351257324,-0.012515708020509919,0.0003,0.2
200704,98,60.44,8.425,201,998,-0.9534647341817617,970,20.36247914433479,0.4572575092315674,0.1189453125,0.014088193,7.97279691696167,-0.014763680669420864,0.0003,0.2
202752,99,66.12,5.688000000000001,202,1002,-0.9876469211652875,980,19.302192585170268,0.44426029920578003,0.13408203125,0.011736576,6.551451683044434,-0.017334773342008704,0.0003,0.2
204800,100,62.55,7.625000000000001,203,1007,-0.9787655184045434,990,21.157166242599487,0.4844791889190674,0.156689453125,0.014549894,9.215367317199707,-0.01393464331922587,0.0003,0.2
206848,101,61.15,8.955000000000002,204,1013,-0.8913401370868087,1000,19.349227464199068,0.541775107383728,0.12666015625,0.013968324,4.675947666168213,-0.011995131755247712,0.0003,0.2
208896,102,61.76,8.120000000000001,205,1017,-0.9161275720223785,1010,25.93834997713566,0.5377164483070374,0.11845703125,0.011237495,11.232670783996582,-0.014127615305915242,0.0003,0.2
210944,103,65.6,5.162000000000001,206,1022,-0.9936616733670235,1020,21.442572791874408,0.6235173940658569,0.1455078125,0.013187473,6.0393266677856445,-0.01727279339975212,0.0003,0.2
212992,104,66.07,4.662000000000001,207,1027,-0.9094056181609631,1030,18.792061011493207,0.2573317885398865,0.153466796875,0.015426899,6.731905460357666,-0.01211460971098859,0.0003,0.2
215040,105,63.4,6.609000000000001,208,1031,-0.9201709959656,1040,17.88748894482851,0.5642725229263306,0.149365234375,0.017274514,7.266885280609131,-0.013733293804398273,0.0003,0.2
217088,106,61.74,7.934,209,1036,-0.9391711950302124,1050,25.150075832009314,0.5880535840988159,0.123876953125,0.01314461,9.776300430297852,-0.01391421175794676,0.0003,0.2
219136,107,60.13,8.497999999999998,210,1041,-0.8836759766563773,1060,33.46976346671581,0.5601495504379272,0.1158203125,0.011553828,13.838929176330566,-0.014564116398105398,0.0003,0.2
221184,108,59.29,8.951,211,1047,-0.9262831753119827,1070,13.84018615782261,0.3143853545188904,0.197412109375,0.018406998,3.981581687927246,-0.021321710471238476,0.0003,0.2
223232,109,59.0,9.274,212,1051,-0.9057245409116149,1080,19.127902452647685,0.6219042539596558,0.1173828125,0.011259476,7.542893409729004,-0.01027161020465428,0.0003,0.2
225280,110,55.61,11.034999999999998,213,1056,-0.8766758332028985,1090,23.228805407881737,0.5062689781188965,0.1291015625,0.011936209,6.0624871253967285,-0.012548205180792138,0.0003,0.2
227328,111,52.13,12.904000000000002,214,1060,-0.888549293205142,1100,16.55628518611193,0.484782874584198,0.130712890625,0.013012046,6.46923303604126,-0.011727214269922116,0.0003,0.2
229376,112,55.52,10.898000000000001,215,1065,-0.8793532701209188,1110,20.0551366597414,0.5980129241943359,0.15634765625,0.015257778,6.393913745880127,-0.01874563953024335,0.0003,0.2
231424,113,55.1,12.098999999999998,216,1069,-0.9006927585229277,1120,16.990676222741605,0.6601419448852539,0.118359375,0.01173535,5.057493686676025,-0.014618750591762365,0.0003,0.2
233472,114,60.64,9.197,217,1074,-0.8599123861640692,1130,22.921248331665993,0.6774791479110718,0.124169921875,0.011192257,9.271845817565918,-0.013355011455132626,0.0003,0.2
235520,115,63.88,7.226,218,1079,-0.975354771502316,1140,21.03111625313759,0.6457806825637817,0.130615234375,0.012367285,6.94120979309082,-0.012540645117405802,0.0003,0.2
237568,116,61.74,8.469999999999999,218,1085,-0.9144226090982557,1150,29.660029405355452,0.5131554007530212,0.12734375,0.011461258,16.40747833251953,-0.012452615256188437,0.0003,0.2
239616,117,54.01,12.840000000000002,219,1089,-0.8515503788366914,1160,23.513460913300513,0.5240007042884827,0.1328125,0.010243848,9.133871078491211,-0.020252933054871393,0.0003,0.2
241664,118,52.7,13.659,220,1094,-0.825514012016356,1170,18.14945164322853,0.4246476888656616,0.170068359375,0.017379832,8.750787734985352,-0.02266234590933891,0.0003,0.2
243712,119,52.07,13.759000000000004,221,1098,-0.8468536840751767,1180,17.70436282902956,0.47140204906463623,0.1423828125,0.013659345,5.527997016906738,-0.016593385984015184,0.0003,0.2
245760,120,53.78,12.748,222,1103,-0.8481208434328437,1190,13.355521774291992,0.40509873628616333,0.150439453125,0.014334773,5.55721378326416,-0.01334437430195976,0.0003,0.2
247808,121,56.1,11.386,223,1107,-0.8792508037760853,1200,10.989215049147607,0.5696216225624084,0.177978515625,0.014581875,4.339913368225098,-0.014072818051499781,0.0003,0.2
249856,122,57.61,10.206000000000001,224,1112,-0.8865722540766001,1210,13.008833573758602,0.6778568029403687,0.1333984375,0.012177252,4.008708477020264,-0.012646104162558913,0.0003,0.2
251904,123,57.24,9.977,225,1116,-0.8975687930360436,1220,13.105126391351224,0.529017984867096,0.123486328125,0.013241896,4.141429424285889,-0.014137266125180759,0.0003,0.2
253952,124,53.95,11.765,226,1121,-0.8608261980116367,1230,15.837313464283943,0.5992419719696045,0.13359375,0.020382546,6.615545749664307,-0.014169315516483039,0.0003,0.2
256000,125,44.71,16.995999999999995,227,1125,-0.7382172955200076,1240,9.994216856360435,0.3088075518608093,0.1705078125,0.017012939,3.035045623779297,-0.023752121199504473,0.0003,0.2
258048,126,50.85,13.018000000000002,228,1130,-0.8197031745687127,1250,10.074123354256153,0.39078617095947266,0.172265625,0.016646206,2.3940773010253906,-0.017409030339331368,0.0003,0.2
260096,127,55.65,9.612,229,1135,-0.8530542712658644,1260,12.552236206829548,0.5734549164772034,0.150341796875,0.016180538,2.80777645111084,-0.01632462874695193,0.0003,0.2
262144,128,57.98,8.903,229,1140,-0.8723211422562599,1270,13.967748586833476,0.6807611584663391,0.136474609375,0.013396284,3.8180689811706543,-0.013118926016613842,0.0003,0.2
264192,129,56.94,10.078000000000001,230,1145,-0.8218128886073828,1280,21.003850692510603,0.7237955331802368,0.1119140625,0.010443916,8.097841262817383,-0.012226959246618208,0.0003,0.2
266240,130,53.19,12.805,231,1149,-0.876122134923935,1290,18.212984973192214,0.7634055018424988,0.149755859375,0.014302406,10.155852317810059,-0.01558404578245245,0.0003,0.2
268288,131,47.14,16.178,232,1154,-0.8057766895741224,1300,26.894856637716295,0.7749343514442444,0.099072265625,0.009763247,13.053363800048828,-0.01275047215167433,0.0003,0.2
270336,132,44.79,17.631,233,1158,-0.7681876285001635,1310,22.58710597753525,0.6095142364501953,0.1162109375,0.010176072,6.889145374298096,-0.015135998190089595,0.0003,0.2
272384,133,46.73,16.407,234,1163,-0.7557813100516796,1320,22.463051003217696,0.7032684087753296,0.119775390625,0.010431707,8.350744247436523,-0.014202296687290072,0.0003,0.2
274432,134,46.04,16.295,234,1167,-0.7740462636575103,1330,18.839358370006085,0.7401653528213501,0.130712890625,0.01212764,7.30804967880249,-0.01416549948771717,0.0003,0.2
276480,135,47.98,15.314,235,1173,-0.8017808990553021,1340,14.07962603121996,0.5988892316818237,0.1595703125,0.015130082,7.392488479614258,-0.01924813427904155,0.0003,0.2
278528,136,43.3,18.389,236,1179,-0.7659179987385869,1350,18.34935442209244,0.6946969032287598,0.12490234375,0.009739773,4.100805282592773,-0.013809079372731504,0.0003,0.2
280576,137,50.01,14.500000000000002,236,1186,-0.8013872649520636,1360,16.219295102357865,0.7166827917098999,0.139306640625,0.013743555,5.3027544021606445,-0.015170847656554543,0.0003,0.2
282624,138,46.75,15.95,237,1190,-0.8234824277460575,1370,15.791084896028043,0.6328305602073669,0.140673828125,0.013897397,7.230757713317871,-0.01661867584043648,0.0003,0.2
284672,139,45.3,16.779,238,1195,-0.7289185911417008,1380,15.542861306667328,0.5620998740196228,0.128955078125,0.0120560005,4.950047969818115,-0.016485479511902667,0.0003,0.2
286720,140,43.23,18.163,238,1199,-0.7753069158643484,1390,13.361519557237624,0.661553144454956,0.132421875,0.012978982,5.281841278076172,-0.01184148352331249,0.0003,0.2
288768,141,39.6,20.057999999999996,238,1212,-0.7005937706679106,1400,15.374823898077011,0.6981692314147949,0.139501953125,0.015833065,6.2227396965026855,-0.01889207297426765,0.0003,0.2
290816,142,44.27,17.823,237,1226,-0.6923384970054031,1410,9.42318019270897,0.6795552968978882,0.14755859375,0.017406091,3.644700765609741,-0.016333470170502552,0.0003,0.2
292864,143,45.24,17.433000000000003,236,1239,-0.8042510099709034,1420,19.79387945532799,0.7481836080551147,0.14375,0.011674968,6.263669967651367,-0.016262286868004593,0.0003,0.2
294912,144,49.08,15.504999999999997,235,1254,-0.7175930071622133,1430,12.28915241062641,0.5314571857452393,0.154541015625,0.019176733,3.1248552799224854,-0.018547476895037107,0.0003,0.2
296960,145,47.53,16.267,233,1269,-0.8729484969750047,1440,10.19642669633031,0.6754429936408997,0.16826171875,0.017593283,3.5245790481567383,-0.017756676538556348,0.0003,0.2
299008,146,50.48,14.623,232,1283,-0.7775577502325177,1450,21.385071641206743,0.7721395492553711,0.11181640625,0.011288151,6.410092830657959,-0.013574947194138076,0.0003,0.2
301056,147,45.11,17.336,232,1297,-0.8089633107185363,1460,15.883800514042377,0.7466592192649841,0.154150390625,0.013799673,3.288447380065918,-0.01577849648456322,0.0003,0.2
303104,148,41.95,19.091999999999995,231,1311,-0.7225956069305539,1470,15.635492789745332,0.6174081563949585,0.131591796875,0.015952082,5.396510601043701,-0.014734582696837606,0.0003,0.2
305152,149,44.11,17.695999999999998,230,1324,-0.687079738266766,1480,12.20792788863182,0.6287869215011597,0.137451171875,0.015071645,2.1348164081573486,-0.015117976903275121,0.0003,0.2
307200,150,49.31,14.888,229,1338,-0.815424646064639,1490,9.909670329838992,0.685556948184967,0.178369140625,0.017788138,3.663818597793579,-0.017655914984061383,0.0003,0.2
309248,151,47.93,15.370000000000003,228,1351,-0.7830318804830313,1500,15.971232283115388,0.6588454246520996,0.15107421875,0.012847897,4.585974216461182,-0.018890019098762423,0.0003,0.2
311296,152,43.3,17.95,227,1365,-0.73411965649575,1510,14.636704644560814,0.7070002555847168,0.140185546875,0.0138961915,3.2073888778686523,-0.014528796669037548,0.0003,0.2
313344,153,43.38,17.927,227,1379,-0.715758997015655,1520,10.767055156081915,0.7592469453811646,0.1267578125,0.013056144,3.018735408782959,-0.013994430164893856,0.0003,0.2
315392,154,42.02,18.567999999999994,226,1393,-0.7505886893719435,1530,10.183392657339573,0.5531463623046875,0.152685546875,0.015208164,2.566481113433838,-0.01762189810106065,0.0003,0.2
317440,155,42.35,18.689999999999998,225,1408,-0.6726773349568248,1540,9.556618794798851,0.6035449504852295,0.146435546875,0.014012536,2.4896745681762695,-0.01520179994404316,0.0003,0.2
319488,156,43.99,17.655999999999995,224,1421,-0.6990763437002897,1550,9.643649609386921,0.7102616429328918,0.1396484375,0.012709123,2.825460910797119,-0.01281239496602211,0.0003,0.2
321536,157,50.23,13.852999999999998,224,1434,-0.7524562042206526,1560,11.2491300560534,0.773696780204773,0.15244140625,0.015467009,2.025632381439209,-0.019165350039838814,0.0003,0.2
323584,158,47.23,15.699000000000002,223,1449,-0.8211086120456457,1570,18.447410167008638,0.8132025599479675,0.12333984375,0.011201477,7.540074348449707,-0.014009006645937915,0.0003,0.2
325632,159,38.99,20.566,222,1463,-0.6814231464639307,1580,20.484990620613097,0.5099303126335144,0.1306640625,0.013504101,8.547937393188477,-0.016385874683328437,0.0003,0.2
327680,160,42.26,18.742000000000004,221,1477,-0.6554381364956499,1590,10.352148029208184,0.6911215782165527,0.132861328125,0.014495546,3.07820987701416,-0.016841164622746874,0.0003,0.2
329728,161,44.11,17.848,221,1489,-0.7743558434769511,1600,10.962716019153595,0.7108554840087891,0.165283203125,0.016317092,4.276925563812256,-0.021686712052905933,0.0003,0.2
331776,162,37.39,21.430999999999997,220,1503,-0.6713393749669194,1610,12.656712943315506,0.7589148879051208,0.147412109375,0.011425214,5.763573169708252,-0.014975322693499039,0.0003,0.2
333824,163,38.22,21.107,220,1516,-0.6627042561769485,1620,10.388150752335786,0.6773144006729126,0.12685546875,0.012984692,4.326600074768066,-0.014468339530867524,0.0003,0.2
335872,164,42.87,18.495,219,1528,-0.6553991870954633,1630,8.088166829943656,0.7762801647186279,0.170263671875,0.015033589,1.9253959655761719,-0.02045584185689222,0.0003,0.2
337920,165,42.89,18.124999999999996,219,1542,-0.7427863664925098,1640,12.066225527226925,0.6904474496841431,0.14130859375,0.014354574,4.335817813873291,-0.013837583865097258,0.0003,0.2
339968,166,41.87,18.83,218,1555,-0.6950977584347129,1650,11.086346670985222,0.777296245098114,0.1337890625,0.012005037,6.458798408508301,-0.013792524894233793,0.0003,0.2
342016,167,42.44,18.35,218,1568,-0.691394603997469,1660,8.980746731907129,0.6315973401069641,0.154638671875,0.016067084,2.6101226806640625,-0.022530957171693445,0.0003,0.2
344064,168,47.74,15.238000000000001,217,1581,-0.7848832504823804,1670,12.240503972023726,0.7569036483764648,0.121337890625,0.012967062,3.921013116836548,-0.012677828062442132,0.0003,0.2
346112,169,45.93,16.096,217,1594,-0.739827468805015,1680,13.126062035560608,0.7969688177108765,0.134423828125,0.016329434,4.736367702484131,-0.012230564194032923,0.0003,0.2
348160,170,47.56,15.207,216,1607,-0.7167984988540411,1690,14.366097456216812,0.705588698387146,0.1568359375,0.01730229,3.935377836227417,-0.019295361671538558,0.0003,0.2
350208,171,48.99,14.220999999999998,216,1620,-0.8074390850961208,1700,18.21480288207531,0.8274286389350891,0.158642578125,0.015966237,3.547581911087036,-0.018205231145839208,0.0003,0.2
352256,172,51.7,12.862000000000002,215,1633,-0.7255453506484628,1710,16.36863965243101,0.6679881811141968,0.139892578125,0.018376645,3.1118245124816895,-0.01652348193747457,0.0003,0.2
354304,173,52.6,12.448999999999998,215,1646,-0.8191574648022651,1720,19.273231968283653,0.8044185042381287,0.148779296875,0.011796328,6.766312599182129,-0.014651159883942454,0.0003,0.2
356352,174,50.17,13.822000000000001,214,1659,-0.7756276570260525,1730,15.860289633274078,0.681871771812439,0.172265625,0.016229622,4.123422145843506,-0.018601329109515063,0.0003,0.2
358400,175,38.33,19.985,214,1672,-0.6613791580311954,1740,21.814230585098265,0.7801635265350342,0.109716796875,0.012647903,10.80640983581543,-0.014906869541300693,0.0003,0.2
360448,176,37.41,20.258000000000003,213,1687,-0.6135953796096146,1750,14.861194456368684,0.8008034229278564,0.123779296875,0.0133413775,2.482818365097046,-0.009137498978816438,0.0003,0.2
362496,177,44.43,16.025000000000002,213,1701,-0.5610207685269415,1760,10.48673814162612,0.664630651473999,0.12646484375,0.011896383,5.669783115386963,-0.015627448743907736,0.0003,0.2
364544,178,48.02,14.380999999999997,212,1714,-0.8111805038526654,1770,16.32762528657913,0.7817373275756836,0.15458984375,0.01889097,4.290640354156494,-0.016198692085163204,0.0003,0.2
366592,179,49.81,13.177,212,1727,-0.7256813904270529,1780,19.655804644525052,0.8463171124458313,0.145166015625,0.014132451,6.866174697875977,-0.013354343469836749,0.0003,0.2
368640,180,45.89,15.871000000000002,211,1742,-0.71730716843158,1790,12.908641958236695,0.5069977045059204,0.1265625,0.015250106,4.52887487411499,-0.012991580372909085,0.0003,0.2
370688,181,42.64,17.933,210,1764,-0.7050770785659551,1800,16.931309163570404,0.7875235676765442,0.1126953125,0.011979496,4.724754810333252,-0.013226564443903044,0.0003,0.2
372736,182,44.91,16.815,209,1779,-0.6737733509391546,1810,17.920558139681816,0.6628274917602539,0.1166015625,0.0128526315,9.2232666015625,-0.011872423478052951,0.0003,0.2
374784,183,47.37,15.947000000000003,208,1793,-0.7488046253100038,1820,18.725685545802115,0.7216707468032837,0.141748046875,0.012444714,9.244686126708984,-0.01447026990208542,0.0003,0.2
376832,184,43.29,18.074,208,1808,-0.7190612507984042,1830,19.418687596917152,0.7823272943496704,0.101171875,0.0110086445,6.838303565979004,-0.011037354428844992,0.0003,0.2
378880,185,45.46,16.457000000000004,207,1822,-0.6580340748652815,1840,16.327881206572055,0.7080079913139343,0.161328125,0.015553462,6.036444664001465,-0.022498868248658255,0.0003,0.2
380928,186,41.95,18.585999999999995,207,1836,-0.7477100266143679,1850,15.653662452101708,0.7465764880180359,0.152685546875,0.015952889,8.714740753173828,-0.014067027403507381,0.0003,0.2
382976,187,41.52,18.969999999999995,207,1850,-0.596365190204233,1860,15.758042469620705,0.6892701387405396,0.118359375,0.011911629,6.8279242515563965,-0.01244671344611561,0.0003,0.2
385024,188,44.17,17.349000000000004,206,1862,-0.7099186530336737,1870,14.144186700880528,0.7558189034461975,0.174853515625,0.01843449,3.3600363731384277,-0.016058542949031106,0.0003,0.2
387072,189,46.78,15.801000000000002,206,1876,-0.7090480931103229,1880,20.455309215188027,0.7705357670783997,0.136572265625,0.013853164,5.77629280090332,-0.014308202934626025,0.0003,0.2
389120,190,43.0,17.195,205,1889,-0.7563386538997292,1890,19.59376221448183,0.7854589223861694,0.151611328125,0.013717683,11.453747749328613,-0.015466103839571588,0.0003,0.2
391168,191,44.2,16.819000000000003,205,1903,-0.6508603185415268,1900,13.36733350008726,0.6704995632171631,0.11845703125,0.009199649,6.272716522216797,-0.010660078142245765,0.0003,0.2
393216,192,46.97,15.91,205,1916,-0.73715138733387,1910,19.450515796244144,0.7976081967353821,0.124755859375,0.013983678,3.979372262954712,-0.014905722068215254,0.0003,0.2
395264,193,41.65,18.803,204,1929,-0.7505429346114397,1920,25.433708207309245,0.8289744257926941,0.1107421875,0.010096995,7.426973819732666,-0.012846988885576139,0.0003,0.2
397312,194,37.92,20.938,204,1942,-0.585765980463475,1930,24.276232862472533,0.737377405166626,0.116064453125,0.012483424,12.157282829284668,-0.01480123825094779,0.0003,0.2
