time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/clip_range,train/value_loss,train/n_updates,train/learning_rate,train/loss,train/entropy_loss,train/explained_variance
430,49.64200000000001,189.74,26624,61,13,-0.01947580131018185,0.020044196,0.15849609375,0.2,15.855777248740196,5020,0.0003,3.7478952407836914,-0.6502906097099185,0.9366570711135864
429,49.15199999999999,190.36,28672,66,14,-0.019128230423666535,0.014904587,0.14970703125,0.2,22.99762954711914,5030,0.0003,6.851688861846924,-0.6051924313418567,0.9383813738822937
428,49.09299999999999,187.36,30720,71,15,-0.0207747401407687,0.017630743,0.16650390625,0.2,13.967189159989356,5040,0.0003,5.310290813446045,-0.7165081735700369,0.9371064305305481
423,53.04299999999999,179.91,32768,77,16,-0.01726792844128795,0.015597906,0.159814453125,0.2,15.447582215070724,5050,0.0003,5.332735061645508,-0.6991659604012966,0.9325368404388428
423,53.84800000000001,176.32,34816,82,17,-0.017121452308492734,0.015076369,0.11806640625,0.2,12.95254568308592,5060,0.0003,4.603052139282227,-0.5350737228989602,0.9465804100036621
424,51.034000000000006,181.24,36864,86,18,-0.007693539981846698,0.016176488,0.16533203125,0.2,12.516977965831757,5070,0.0003,7.239981174468994,-0.6278638347983361,0.9211087226867676
423,51.78300000000002,180.03,38912,91,19,-0.012120466280612164,0.016513053,0.139599609375,0.2,18.09398158788681,5080,0.0003,6.591357231140137,-0.6024328720755875,0.9369220733642578
423,54.007000000000005,176.28,40960,96,20,-0.02367365728423465,0.015939586,0.140576171875,0.2,16.26823617964983,5090,0.0003,3.2674789428710938,-0.5598578091710806,0.9475895762443542
423,54.705,175.01,43008,101,21,-0.012629069495596923,0.015997259,0.109423828125,0.2,16.127475066483022,5100,0.0003,6.300021171569824,-0.5167387993074953,0.945878803730011
424,54.54599999999999,175.67,45056,106,22,-0.018759442178998144,0.021349505,0.14833984375,0.2,13.343927255272865,5110,0.0003,4.659231662750244,-0.6238048908300697,0.9516438841819763
424,59.428999999999995,169.73,47104,110,23,-0.017190078416024334,0.017569998,0.164453125,0.2,17.681229473650454,5120,0.0003,5.425418376922607,-0.7344637831673027,0.9482038617134094
425,54.79300000000001,175.04,49152,115,24,-0.01355105462425854,0.013876297,0.151220703125,0.2,12.118278037011624,5130,0.0003,3.513140916824341,-0.5606425158679486,0.9070799350738525
425,53.58,177.16,51200,120,25,-0.020226830217870882,0.023596998,0.151513671875,0.2,12.272076576948166,5140,0.0003,5.2920241355896,-0.5717519663274289,0.9541507363319397
426,55.756,174.43,53248,124,26,-0.0111613413260784,0.01317285,0.12001953125,0.2,14.694787831604481,5150,0.0003,4.7070746421813965,-0.5776245350949466,0.9568430781364441
425,54.618,176.12,55296,129,27,-0.014933445525821298,0.01654249,0.1345703125,0.2,13.279762852191926,5160,0.0003,3.190633535385132,-0.5854570161551237,0.9409158825874329
421,53.686000000000014,176.04,57344,136,28,-0.015226800029631704,0.022988847,0.175634765625,0.2,11.804900498688221,5170,0.0003,2.9383866786956787,-0.6859879216179252,0.9292822480201721
