time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/clip_range,train/value_loss,train/n_updates,train/learning_rate,train/loss,train/entropy_loss,train/explained_variance
422,49.588999999999984,183.88,59392,140,29,-0.012623455570428632,0.015406785,0.155419921875,0.2,8.82712493687868,5180,0.0003,2.536026954650879,-0.5305645009502769,0.9230667352676392
422,52.505,177.57,61440,145,30,-0.012497457407880575,0.014888322,0.152978515625,0.2,8.566260629519821,5190,0.0003,2.1018011569976807,-0.6913061082363129,0.9451800584793091
422,55.093999999999994,172.83,63488,150,31,-0.01824041596701136,0.012216538,0.123388671875,0.2,11.109568810462951,5200,0.0003,3.378164052963257,-0.5035720416344702,0.9500489234924316
421,58.438,170.27,65536,155,32,-0.01881576435698662,0.01751021,0.122314453125,0.2,12.318856737017631,5210,0.0003,7.785985946655273,-0.44645862486213445,0.9573248624801636
421,57.495,171.94,67584,160,33,-0.016811025132483337,0.019995138,0.170361328125,0.2,8.963891246169805,5220,0.0003,1.4568357467651367,-0.6606430554762482,0.9587473273277283
421,57.133,173.0,69632,165,34,-0.020586728811031206,0.01813056,0.146728515625,0.2,10.16469593346119,5230,0.0003,3.318207263946533,-0.5965190794318914,0.9607490301132202
421,56.592000000000006,173.94,71680,169,35,-0.015655331483867486,0.017012926,0.1658203125,0.2,10.25924613326788,5240,0.0003,2.7721376419067383,-0.6345044804736972,0.9572603702545166
422,59.77400000000001,169.24,73728,174,36,-0.016499421918706503,0.011395347,0.111962890625,0.2,17.50965447127819,5250,0.0003,8.09399700164795,-0.5648056972771883,0.9633945226669312
422,59.597,171.03,75776,179,37,-0.01458344106504228,0.016066004,0.1265625,0.2,14.609161606431007,5260,0.0003,4.546238422393799,-0.587012214679271,0.9452865719795227
421,59.394000000000005,172.01,77824,184,38,-0.019515001226682215,0.022199709,0.178564453125,0.2,13.01099771335721,5270,0.0003,5.971096992492676,-0.6688348880037666,0.9525824785232544
420,58.818999999999996,173.14,79872,190,39,-0.01733373103197664,0.015484458,0.121337890625,0.2,10.594021744281054,5280,0.0003,2.363938570022583,-0.5120960882864892,0.9595620036125183
419,58.83399999999999,172.85,81920,195,40,-0.01504127907101065,0.018629968,0.1638671875,0.2,8.49488089978695,5290,0.0003,2.231290817260742,-0.5538817958906292,0.9472886919975281
417,55.53200000000001,178.96,83968,200,41,-0.021139043563744055,0.01866085,0.139013671875,0.2,13.795140080153942,5300,0.0003,5.8690876960754395,-0.6323934339918196,0.9472015500068665
417,52.464,185.36,86016,206,42,-0.016232251502515282,0.022241967,0.179296875,0.2,10.76521417722106,5310,0.0003,2.8822367191314697,-0.7442056003957986,0.9494523406028748
417,52.508,186.13,88064,211,43,-0.021597570218727925,0.018492764,0.185400390625,0.2,12.646300357580184,5320,0.0003,3.0689167976379395,-0.8521444782614708,0.9615681171417236
417,50.725999999999985,189.18,90112,215,44,-0.015647622478718405,0.012238572,0.126806640625,0.2,20.50585863739252,5330,0.0003,6.775879383087158,-0.6547383913770318,0.936063289642334
416,49.54499999999999,191.37,92160,221,45,-0.01855752517149085,0.01754715,0.140087890625,0.2,16.5453791230917,5340,0.0003,5.9218597412109375,-0.6801532581448555,0.9478833079338074
416,52.589,185.44,94208,226,46,-0.02035196222132072,0.015877724,0.124951171875,0.2,21.541548596322535,5350,0.0003,6.389276504516602,-0.6132686163298786,0.938012957572937
416,50.59700000000001,188.59,96256,231,47,-0.017207065848924685,0.014886992,0.12216796875,0.2,18.555267752707003,5360,0.0003,6.093905925750732,-0.5520610211417079,0.9332715272903442
415,52.58,184.71,98304,236,48,-0.022245792899047954,0.020649612,0.15966796875,0.2,15.826909632980824,5370,0.0003,6.202338218688965,-0.6234630480408668,0.9365264177322388
415,54.07899999999999,181.86,100352,241,49,-0.022495083439571316,0.01058348,0.108544921875,0.2,16.134113962948323,5380,0.0003,3.1276040077209473,-0.42189015839248895,0.946590781211853
415,54.44500000000001,180.29,102400,246,50,-0.023036766111908948,0.015761292,0.131103515625,0.2,16.31541906297207,5390,0.0003,5.099737167358398,-0.5394354411400855,0.9399746060371399
415,57.206,174.32,104448,251,51,-0.02050371792865917,0.031966668,0.204052734375,0.2,10.234705958515406,5400,0.0003,3.0340495109558105,-0.7171195339411497,0.9256089925765991
416,57.16400000000001,174.94,106496,255,52,-0.01948137959552696,0.02107005,0.168017578125,0.2,11.726016646623611,5410,0.0003,4.6897664070129395,-0.6379202851094306,0.9431086778640747
416,57.187,173.85,108544,260,53,-0.02050384674439556,0.015935084,0.141015625,0.2,16.217851056158544,5420,0.0003,9.805717468261719,-0.6719050827436149,0.9435040950775146
415,53.926,180.72,110592,265,54,-0.018103395790967626,0.019306408,0.17001953125,0.2,11.472686830163003,5430,0.0003,2.2434356212615967,-0.6464042050763965,0.9508978128433228
415,49.50200000000001,188.27,112640,271,55,-0.020722743224177977,0.019406367,0.198828125,0.2,17.051657864451407,5440,0.0003,5.0034332275390625,-0.753345781750977,0.939296305179596
415,47.972,190.26,114688,276,56,-0.015434123258455657,0.017485697,0.15966796875,0.2,14.762264224886895,5450,0.0003,5.335596084594727,-0.7446584179997444,0.9613655805587769
415,45.535999999999994,195.0,116736,280,57,-0.016982380596891743,0.019798256,0.19189453125,0.2,18.482746771723033,5460,0.0003,7.763725757598877,-0.7248004222288728,0.9364752173423767
416,42.336000000000006,200.18,118784,285,58,-0.012386346665152814,0.0130790435,0.11396484375,0.2,20.776133985072374,5470,0.0003,8.873123168945312,-0.5490251866169273,0.9469659924507141
416,45.103,194.48,120832,290,59,-0.016077009026776067,0.023593478,0.140966796875,0.2,21.22745177000761,5480,0.0003,4.023082256317139,-0.6550222306512297,0.9235033988952637
416,49.979000000000006,186.2,122880,294,60,-0.012480024219257757,0.014695341,0.108251953125,0.2,16.52414899766445,5490,0.0003,6.8442463874816895,-0.46394504625350236,0.9437105059623718
416,46.73799999999999,188.43,124928,299,61,-0.012518223786901216,0.011354102,0.103857421875,0.2,12.725909683853388,5500,0.0003,4.259014129638672,-0.4697822564281523,0.9172758460044861
416,48.72,185.24,126976,304,62,-0.016789515018172097,0.023191852,0.19599609375,0.2,8.677076362818479,5510,0.0003,2.3193418979644775,-0.7205280316993594,0.9341173768043518
417,55.383,172.66,129024,309,63,-0.014604544786561747,0.009719778,0.104443359375,0.2,17.280604557693003,5520,0.0003,7.025224208831787,-0.5088310644030571,0.9376517534255981
417,58.025,167.92,131072,314,64,-0.017770734256191644,0.015840013,0.13232421875,0.2,12.087665912508964,5530,0.0003,4.081328868865967,-0.499494098033756,0.9515654444694519
416,53.562,176.65,133120,319,65,-0.021967097680317238,0.021913454,0.171044921875,0.2,13.175891978293658,5540,0.0003,5.161308765411377,-0.5961979079060257,0.9445505142211914
416,52.912,177.88,135168,324,66,-0.021617468788463157,0.03616368,0.199658203125,0.2,11.40435380116105,5550,0.0003,2.5277175903320312,-0.779237373918295,0.9524211883544922
416,53.815999999999995,176.72,137216,329,67,-0.01455811481573619,0.01959984,0.132763671875,0.2,22.165318922698496,5560,0.0003,9.21745777130127,-0.6772762889973819,0.9540269374847412
416,49.651,184.77,139264,334,68,-0.019687437126412986,0.015173753,0.1671875,0.2,21.892042036354542,5570,0.0003,9.956984519958496,-0.6798439630307257,0.9453772306442261
416,44.992,193.97,141312,339,69,-0.012917202959943096,0.016914368,0.15615234375,0.2,24.539488872885705,5580,0.0003,6.7232513427734375,-0.6599749761633575,0.9491932392120361
417,47.462999999999994,191.65,143360,343,70,-0.018296926106268076,0.022028722,0.1728515625,0.2,22.208491697907448,5590,0.0003,7.727934837341309,-0.6872860312461853,0.9443839192390442
417,49.388999999999996,187.53,145408,348,71,-0.013251408125506714,0.016992187,0.14013671875,0.2,27.127344551682473,5600,0.0003,10.271150588989258,-0.5489705780521035,0.9359621405601501
417,46.07999999999999,194.43,147456,353,72,-0.014098344639933202,0.014307118,0.1322265625,0.2,19.138682074844837,5610,0.0003,4.706192970275879,-0.4748441529460251,0.9147821664810181
417,45.54599999999999,195.52,149504,357,73,-0.012849628266121727,0.022006508,0.16806640625,0.2,14.466720367968083,5620,0.0003,4.603104591369629,-0.6142620672471821,0.9346750378608704
415,51.13399999999999,184.57,151552,364,74,-0.015144939799210989,0.023602227,0.175244140625,0.2,15.166602118313312,5630,0.0003,5.457748889923096,-0.6275292875245213,0.9376114010810852
415,55.102,176.68,153600,369,75,-0.017578741296892984,0.014946154,0.140478515625,0.2,15.008191624283791,5640,0.0003,4.710361957550049,-0.47960331551730634,0.9274090528488159
415,54.37999999999999,178.42,155648,374,76,-0.010375184711301699,0.02270437,0.135302734375,0.2,10.779699170589447,5650,0.0003,5.751395225524902,-0.44770658351480963,0.9340175986289978
415,59.86900000000001,168.01,157696,379,77,-0.024795995722524822,0.02582698,0.227880859375,0.2,8.195238376408815,5660,0.0003,2.0887017250061035,-0.7842160252854228,0.9442111253738403
414,57.718,172.41,159744,384,78,-0.020152838599460664,0.017120691,0.114306640625,0.2,13.008331363648177,5670,0.0003,5.2202887535095215,-0.43259313702583313,0.9539116024971008
415,55.669000000000004,176.33,161792,389,79,-0.014784203757881188,0.019078342,0.168896484375,0.2,12.773506198823451,5680,0.0003,3.648287534713745,-0.681962626427412,0.9506053924560547
415,54.433,178.85,163840,394,80,-0.01343307866336545,0.015455775,0.1447265625,0.2,16.056318531930447,5690,0.0003,3.225468158721924,-0.6138400172814726,0.9467923045158386
415,53.312999999999995,180.22,165888,399,81,-0.010008787171682344,0.011627201,0.121484375,0.2,15.816516517102718,5700,0.0003,3.627319574356079,-0.6594306202605367,0.9460866451263428
415,56.474000000000004,174.71,167936,404,82,-0.017801712558139116,0.016141467,0.1556640625,0.2,13.335493694245816,5710,0.0003,3.654780149459839,-0.6007492309436202,0.9453191757202148
415,54.757000000000005,178.37,169984,408,83,-0.022117200271168258,0.01623005,0.11103515625,0.2,12.939055733382702,5720,0.0003,2.7084710597991943,-0.3917332602199167,0.9419516921043396
415,50.065999999999995,185.42,172032,414,84,-0.016231278899067548,0.01563523,0.156787109375,0.2,12.957556945085525,5730,0.0003,4.46814489364624,-0.6422531842254102,0.9501678943634033
414,52.748999999999995,180.45,174080,419,85,-0.01615026721119648,0.026040707,0.178466796875,0.2,11.830485490709544,5740,0.0003,2.900416851043701,-0.6010982594452798,0.9233638048171997
414,48.92999999999999,187.33,176128,424,86,-0.018332917506631928,0.016051369,0.145556640625,0.2,22.289485973119735,5750,0.0003,6.405892848968506,-0.6561269730329513,0.9414401650428772
415,50.501000000000005,184.59,178176,429,87,-0.01756613140460104,0.027778404,0.173388671875,0.2,15.69195049405098,5760,0.0003,5.695525169372559,-0.6224125319160521,0.9456246495246887
415,49.51,186.37,180224,434,88,-0.019535315078974234,0.011577636,0.114306640625,0.2,22.56032837033272,5770,0.0003,6.500514030456543,-0.5323759791441262,0.9503489136695862
415,52.75499999999999,179.8,182272,438,89,-0.016139037458924577,0.019677952,0.18740234375,0.2,27.388412576913833,5780,0.0003,6.425091743469238,-0.7360186755657196,0.9392462372779846
415,49.785999999999994,185.4,184320,443,90,-0.016201364530570573,0.012301039,0.113134765625,0.2,25.623642703890802,5790,0.0003,5.920764446258545,-0.5097139861434699,0.9339208006858826
414,47.069,189.71,186368,449,91,-0.016910514466871973,0.02086692,0.176123046875,0.2,18.363720539957285,5800,0.0003,3.8969993591308594,-0.6688273624517024,0.9417043328285217
413,45.31,193.2,188416,455,92,-0.02123271116724936,0.016384955,0.160107421875,0.2,17.719745851308108,5810,0.0003,2.575552463531494,-0.5577523847110569,0.9230862259864807
410,47.657999999999994,189.89,190464,463,93,-0.012123216364125255,0.022211127,0.169677734375,0.2,15.950570644438267,5820,0.0003,6.181725025177002,-0.6527942100539803,0.9286931157112122
409,46.313,193.4,192512,470,94,-0.015321779556688852,0.0203223,0.156591796875,0.2,13.860074371099472,5830,0.0003,5.940035820007324,-0.637182850856334,0.9293716549873352
406,49.148,188.56,194560,478,95,-0.01962214095838135,0.017911375,0.157421875,0.2,16.148942667245866,5840,0.0003,7.4972662925720215,-0.6400067817419768,0.940796971321106
405,53.425,180.19,196608,485,96,-0.009977406753750983,0.013400263,0.137548828125,0.2,15.96023113578558,5850,0.0003,3.7553040981292725,-0.6112715478986501,0.9384634494781494
401,56.608999999999995,174.31,198656,495,97,-0.020476788841187955,0.01225362,0.091943359375,0.2,13.151328958570957,5860,0.0003,3.529653549194336,-0.3482742534019053,0.9407054781913757
394,59.813,168.86,200704,509,98,-0.009753803592320764,0.01509439,0.1189453125,0.2,10.75036255940795,5870,0.0003,3.452706813812256,-0.4809632195159793,0.9313216805458069
385,57.228,173.69,202752,526,99,-0.020970352047879715,0.023737445,0.167236328125,0.2,7.859397841989994,5880,0.0003,3.3707711696624756,-0.5216423685662448,0.9457038640975952
384,59.81399999999999,168.69,204800,532,100,-0.013470783361117355,0.01967748,0.17314453125,0.2,8.008020488917827,5890,0.0003,3.7418558597564697,-0.6219003379344941,0.9324426651000977
382,55.74500000000001,176.52,206848,540,101,-0.02095926071051508,0.02268826,0.167529296875,0.2,8.828585347533226,5900,0.0003,2.8627402782440186,-0.5720702831633389,0.9491078853607178
380,58.226000000000006,171.56,208896,548,102,-0.021352703706361352,0.026534872,0.212744140625,0.2,10.225487361103296,5910,0.0003,2.44380259513855,-0.739548453874886,0.9456872344017029
379,55.855,176.55,210944,556,103,-0.02303361616068287,0.015793884,0.131591796875,0.2,15.88110780864954,5920,0.0003,5.682451248168945,-0.5138178369961679,0.9562863707542419
377,55.488,177.65,212992,564,104,-0.019108428788604213,0.020325981,0.199072265625,0.2,9.922519912570715,5930,0.0003,2.675588846206665,-0.8150768296793103,0.9559111595153809
375,51.324000000000005,185.83,215040,572,105,-0.020201461789838504,0.013373062,0.133154296875,0.2,21.172238296270372,5940,0.0003,7.054419994354248,-0.5340670398436487,0.9482991099357605
373,50.78199999999999,187.44,217088,581,106,-0.016811532971041744,0.014401337,0.139990234375,0.2,15.863383416831493,5950,0.0003,3.399700880050659,-0.7017479346133768,0.9552584886550903
372,52.07500000000001,184.22,219136,588,107,-0.01728961529006483,0.0110819405,0.1189453125,0.2,21.384754645824433,5960,0.0003,6.743614196777344,-0.5008120400831103,0.941784143447876
370,53.033,183.05,221184,596,108,-0.016431347747857216,0.015393761,0.121875,0.2,12.663268664479256,5970,0.0003,5.661137104034424,-0.4409570949152112,0.9379055500030518
369,52.49300000000001,184.02,223232,604,109,-0.015703928672883193,0.013663158,0.120703125,0.2,18.19498046040535,5980,0.0003,6.028911590576172,-0.5298629894852638,0.9375842809677124
368,53.905,178.25,225280,611,110,-0.020784589124377816,0.017354324,0.163037109375,0.2,12.949903266131878,5990,0.0003,3.0130159854888916,-0.5962421486154199,0.916653573513031
365,51.717000000000006,182.15,227328,621,111,-0.007958614322706125,0.025787022,0.16435546875,0.2,10.10182094052434,6000,0.0003,1.7142252922058105,-0.6118612847290933,0.9104528427124023
364,54.895,175.75,229376,629,112,-0.011870909138815477,0.022506708,0.164306640625,0.2,8.220237116143107,6010,0.0003,4.444771766662598,-0.5694508231244981,0.9379692673683167
363,57.54699999999999,169.71,231424,636,113,-0.021935601344739552,0.023749724,0.169189453125,0.2,9.000252731144428,6020,0.0003,1.7075875997543335,-0.5302675362676382,0.947345495223999
362,55.61,173.72,233472,644,114,-0.014376915903994814,0.016897045,0.148193359375,0.2,11.446138414740563,6030,0.0003,3.2010624408721924,-0.584591097291559,0.9514970183372498
361,54.205,177.06,235520,651,115,-0.017143705405760556,0.017163139,0.1396484375,0.2,13.225454261898994,6040,0.0003,5.07442569732666,-0.5704299443401396,0.9575704336166382
360,49.863,185.03,237568,658,116,-0.012380515709810424,0.016427053,0.13994140625,0.2,8.517057864367962,6050,0.0003,2.858793258666992,-0.6416173049248755,0.9601057767868042
360,48.758,187.35,239616,665,117,-0.023638904375548008,0.028242467,0.17421875,0.2,14.612234663963317,6060,0.0003,6.144248962402344,-0.6255180845968425,0.9625269174575806
359,49.14999999999999,185.85,241664,673,118,-0.016848821261373815,0.013487388,0.134619140625,0.2,14.382954786717892,6070,0.0003,2.7926900386810303,-0.6400435561314225,0.9593229293823242
358,48.86600000000001,189.15,243712,680,119,-0.01781782998004928,0.022485059,0.1302734375,0.2,17.707460632920267,6080,0.0003,4.140822887420654,-0.500493295211345,0.9529313445091248
357,51.595,184.72,245760,688,120,-0.018891849037026988,0.024197834,0.13818359375,0.2,14.645935605466367,6090,0.0003,4.170403003692627,-0.5847261837683618,0.9369329810142517
356,47.041,194.21,247808,695,121,-0.016869731024053182,0.011528736,0.088330078125,0.2,21.794482403993605,6100,0.0003,6.597591400146484,-0.4828288664110005,0.9518482685089111
355,49.49400000000001,190.43,249856,703,122,-0.022872271682717837,0.017019741,0.1595703125,0.2,17.40218535810709,6110,0.0003,7.204801082611084,-0.7065894350409507,0.9285299777984619
354,48.217000000000006,192.69,251904,711,123,-0.012760010575584601,0.012909198,0.130859375,0.2,16.581540708243846,6120,0.0003,4.866913318634033,-0.6298864636570215,0.949318528175354
353,45.893,197.22,253952,718,124,-0.011856557836290449,0.010585209,0.1177734375,0.2,18.879558669030665,6130,0.0003,7.390558242797852,-0.6050467665307224,0.9396897554397583
352,45.401,198.64,256000,725,125,-0.013094342479598708,0.012654621,0.14599609375,0.2,25.476111130416392,6140,0.0003,4.046097278594971,-0.7477358913049101,0.9523479342460632
352,41.513000000000005,203.45,258048,732,126,-0.017500548220414202,0.019788267,0.162109375,0.2,23.238710050284862,6150,0.0003,8.006433486938477,-0.725878382101655,0.946563720703125
351,44.155,199.13,260096,740,127,-0.01186077843158273,0.029750755,0.141064453125,0.2,27.70524999499321,6160,0.0003,7.124375820159912,-0.8322552217170596,0.9587714672088623
350,44.735,198.79,262144,748,128,-0.017130093276500703,0.010083288,0.1171875,0.2,42.56085444092751,6170,0.0003,29.42311668395996,-0.5723743634298444,0.9177588820457458
349,44.642999999999994,199.06,264192,755,129,-0.01775769235464395,0.013760861,0.12353515625,0.2,35.16547496914863,6180,0.0003,11.33749008178711,-0.612591280695051,0.9315087199211121
348,44.06399999999999,200.24,266240,762,130,-0.015601507216342726,0.017099258,0.1591796875,0.2,25.680557565391062,6190,0.0003,9.823737144470215,-0.6105396434664726,0.9147789478302002
348,44.666,196.75,268288,770,131,-0.023840830093831755,0.020103356,0.16796875,0.2,24.446059307456018,6200,0.0003,11.535351753234863,-0.6069901545532048,0.9371132254600525
347,38.99100000000001,203.07,270336,777,132,-0.009487361718493048,0.021400692,0.1486328125,0.2,16.369764044880867,6210,0.0003,7.238116264343262,-0.6087575364857912,0.8763260245323181
346,41.816999999999986,197.63,272384,785,133,-0.01282064684346551,0.029589044,0.190380859375,0.2,8.83029833137989,6220,0.0003,2.298844575881958,-0.833209471963346,0.9533511996269226
346,44.512,191.84,274432,793,134,-0.014411929681955371,0.0152138565,0.115625,0.2,26.024872455000878,6230,0.0003,7.60083532333374,-0.48420042227953675,0.9063400030136108
345,49.04,185.29,276480,800,135,-0.01452167105890112,0.015407015,0.136572265625,0.2,15.52405758202076,6240,0.0003,2.6170830726623535,-0.5746052119880914,0.944895327091217
344,46.705,187.51,278528,808,136,-0.013266134131117723,0.022876676,0.179736328125,0.2,16.440716713666916,6250,0.0003,4.7336907386779785,-0.6434838042594493,0.9306666851043701
343,42.871,194.77,280576,816,137,-0.022787762648658828,0.019748582,0.21171875,0.2,11.772187009453773,6260,0.0003,2.421428918838501,-0.715148224402219,0.9311865568161011
343,41.970000000000006,196.47,282624,823,138,-0.020292617972882,0.025722774,0.17763671875,0.2,14.441631700098515,6270,0.0003,3.211470603942871,-0.6543071207590401,0.9352274537086487
342,40.287000000000006,199.89,284672,831,139,-0.01824001589557156,0.019506793,0.16767578125,0.2,19.46205174177885,6280,0.0003,5.797203540802002,-0.6947026792913675,0.9297862648963928
341,35.495,208.98,286720,838,140,-0.016118094306148124,0.026845321,0.19853515625,0.2,14.188787591457366,6290,0.0003,5.534860134124756,-0.7454851320013404,0.9526121616363525
341,32.902,214.65,288768,846,141,-0.018728661797649693,0.021499673,0.17939453125,0.2,14.764686351269484,6300,0.0003,6.829075813293457,-0.8032283822074533,0.9607425928115845
340,38.771,209.07,290816,853,142,-0.02152561019320274,0.010788964,0.149658203125,0.2,35.58944161236286,6310,0.0003,21.514284133911133,-0.6104464256204665,0.9313898086547852
340,36.591,213.12,292864,860,143,-0.021193978437804618,0.01853374,0.173828125,0.2,24.709030920267104,6320,0.0003,11.014355659484863,-0.6613642076030374,0.8984062075614929
339,33.272000000000006,216.65,294912,868,144,-0.01686961838422576,0.02256728,0.187353515625,0.2,15.462085069715977,6330,0.0003,10.698712348937988,-0.6943766167387366,0.9121811985969543
339,32.59799999999999,217.86,296960,875,145,-0.009777981092338451,0.021608703,0.17041015625,0.2,15.050352016091347,6340,0.0003,3.288512706756592,-0.7467717370018363,0.934312641620636
338,33.123999999999995,214.24,299008,882,146,-0.014611581628560088,0.01643335,0.154052734375,0.2,18.5920276299119,6350,0.0003,7.70770788192749,-0.620881421957165,0.89384526014328
338,37.874,205.69,301056,889,147,-0.012909763812785968,0.01194161,0.1341796875,0.2,20.417976500093935,6360,0.0003,10.59586238861084,-0.5534829155541956,0.8494901657104492
338,33.571,212.97,303104,895,148,-0.01458778655505739,0.017855495,0.144921875,0.2,9.744331486523151,6370,0.0003,2.9121339321136475,-0.5423843045718968,0.9192754626274109
338,44.358000000000004,191.97,305152,900,149,-0.012542534340173005,0.02930384,0.20576171875,0.2,8.765744801610708,6380,0.0003,2.442798137664795,-0.7599312478676439,0.9008368253707886
339,44.99100000000001,190.5,307200,906,150,-0.014578510238789023,0.017022923,0.13017578125,0.2,14.789073108136654,6390,0.0003,6.569550514221191,-0.48180479211732746,0.9419859647750854
339,48.398999999999994,183.92,309248,911,151,-0.023222993794479407,0.016704265,0.1494140625,0.2,13.72018250823021,6400,0.0003,3.845400333404541,-0.5417190107516945,0.944343626499176
339,45.389,188.81,311296,915,152,-0.0193017693789443,0.014482352,0.148828125,0.2,13.16188050955534,6410,0.0003,5.457937240600586,-0.603112337179482,0.9433292150497437
340,47.019,188.74,313344,920,153,-0.018450127294636333,0.027116315,0.226806640625,0.2,14.24447845518589,6420,0.0003,6.454347610473633,-0.7846309395506978,0.9313677549362183
340,47.15999999999999,188.54,315392,925,154,-0.025153125922952314,0.020529326,0.184033203125,0.2,13.028393092751504,6430,0.0003,6.4038896560668945,-0.6480647373944521,0.9427677392959595
