time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/n_updates,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/approx_kl,train/clip_fraction,train/explained_variance
2919,795.31,100.21700000000001,219,448512,153,10.403450718522071,0.0003,16860,-0.7833244474604726,0.2,-0.021792966447537764,2.3359625339508057,0.01914692,0.193408203125,0.9973868131637573
2931,796.12,99.20100000000001,220,450560,153,4.610366991534829,0.0003,16870,-0.6591885221190751,0.2,-0.020146128177293575,2.222806453704834,0.018644232,0.166845703125,0.998802900314331
2944,796.12,98.93799999999997,221,452608,153,2.85765582062304,0.0003,16880,-0.7441324241459369,0.2,-0.015865660928830037,0.5391339063644409,0.0231806,0.176953125,0.9990407824516296
2956,796.12,98.795,222,454656,153,3.254202717170119,0.0003,16890,-0.7445433353073895,0.2,-0.018558871492859907,0.7651019096374512,0.024349898,0.17607421875,0.9988092184066772
2969,796.12,98.711,223,456704,153,1.4252285892143846,0.0003,16900,-0.7594155011698603,0.2,-0.01438095665507717,0.35685303807258606,0.0257398,0.21162109375,0.9995951056480408
2981,796.79,97.85,224,458752,153,2.184014614857733,0.0003,16910,-0.7711733089759946,0.2,-0.020264598811627364,0.8715046644210815,0.017530316,0.177783203125,0.9992562532424927
2994,797.26,97.20099999999998,225,460800,153,1.7768028383143246,0.0003,16920,-0.7107604492455721,0.2,-0.01685743570269551,0.34740006923675537,0.024158755,0.1619140625,0.99947190284729
3006,797.26,96.18,226,462848,153,2.0460885079577564,0.0003,16930,-0.7657154105603695,0.2,-0.01866974225413287,0.6838179230690002,0.018493567,0.15419921875,0.9994237422943115
3019,797.26,96.07500000000003,227,464896,153,1.7933567373082042,0.0003,16940,-0.7043341657146811,0.2,-0.022267758853558917,0.6481677889823914,0.016756862,0.180322265625,0.9994291663169861
3031,797.26,96.21,228,466944,154,1.261588286049664,0.0003,16950,-0.8049050809815526,0.2,-0.01827091174927773,0.2565896809101105,0.02147616,0.20576171875,0.9995904564857483
3043,797.26,96.61699999999999,229,468992,154,1.944711947441101,0.0003,16960,-0.704063375107944,0.2,-0.024428660138801205,0.5555646419525146,0.022172593,0.165576171875,0.9994550347328186
3056,797.76,95.99299999999998,230,471040,154,2.2031916581094264,0.0003,16970,-0.7511587580665946,0.2,-0.01877391079615336,0.6077116131782532,0.013980312,0.2,0.9995628595352173
3069,797.76,95.77799999999999,231,473088,154,2.26075884103775,0.0003,16980,-0.7230854906141758,0.2,-0.023637871746905147,0.7778528928756714,0.018133253,0.167529296875,0.9992734789848328
3080,797.76,95.435,232,475136,154,1.8349124781787396,0.0003,16990,-0.7286008808761835,0.2,-0.01655830199015327,0.474150151014328,0.01957461,0.189599609375,0.9994680881500244
3092,797.76,94.88400000000001,233,477184,154,2.17969636823982,0.0003,17000,-0.7739472612738609,0.2,-0.018927606106444728,0.7154721021652222,0.019440051,0.164208984375,0.9995419979095459
3105,797.76,94.926,234,479232,154,1.628576204366982,0.0003,17010,-0.7118929663673044,0.2,-0.019246660968929064,0.7366867661476135,0.017367488,0.158544921875,0.9996058344841003
3118,797.76,95.10899999999998,235,481280,154,1.311197498999536,0.0003,17020,-0.7996024386957288,0.2,-0.012934358377242461,0.32404786348342896,0.020390743,0.21455078125,0.9996657967567444
3130,797.76,94.595,236,483328,154,1.551041446905583,0.0003,17030,-0.6694231241010129,0.2,-0.016642044867330695,0.45541590452194214,0.017726477,0.16640625,0.9996969103813171
3143,797.76,94.46500000000002,237,485376,154,1.4980542977340519,0.0003,17040,-0.8396725898608566,0.2,-0.023535086412448437,0.2744741439819336,0.016711574,0.196826171875,0.9995817542076111
3156,798.24,93.436,238,487424,154,1.6062999110668899,0.0003,17050,-0.7172644501551986,0.2,-0.022234785120235755,0.37020283937454224,0.018373938,0.151025390625,0.9997151494026184
3169,799.47,92.20200000000003,239,489472,154,1.6657433565706015,0.0003,17060,-0.7889997446909547,0.2,-0.022626021689211483,0.4208070635795593,0.020532459,0.184814453125,0.9997393488883972
3180,799.47,93.051,240,491520,154,1.4400694648735226,0.0003,17070,-0.7481393959373236,0.2,-0.021734321094118058,0.38540133833885193,0.023315297,0.188134765625,0.9996799230575562
3192,799.47,92.32599999999996,241,493568,154,1.2083132879808545,0.0003,17080,-0.7515492049977184,0.2,-0.024806375890329947,0.2622314989566803,0.022259519,0.20732421875,0.999729573726654
3205,799.96,90.57799999999999,242,495616,154,1.3669723470695316,0.0003,17090,-0.8511837599799037,0.2,-0.011661319856648334,0.4745984673500061,0.017437536,0.221875,0.9994854927062988
3217,799.96,91.215,243,497664,154,1.980916540324688,0.0003,17100,-0.6645185478962958,0.2,-0.022409523629175965,0.6253373622894287,0.018148057,0.14619140625,0.9995061755180359
3230,799.96,91.05999999999999,244,499712,154,1.7339787168428302,0.0003,17110,-0.7933718606829643,0.2,-0.02799273411510512,0.7201436758041382,0.020670556,0.20068359375,0.9996721148490906
3242,799.96,90.887,245,501760,154,2.090070699341595,0.0003,17120,-0.6743308953940869,0.2,-0.018373348776367492,0.5279357433319092,0.018429788,0.1591796875,0.999630331993103
3254,799.96,90.785,246,503808,154,1.502748041599989,0.0003,17130,-0.7656725168228149,0.2,-0.021162915820605123,0.2997541129589081,0.022182357,0.188232421875,0.999699056148529
3267,799.96,89.65799999999999,247,505856,154,1.555058907251805,0.0003,17140,-0.7130620993673802,0.2,-0.019571706835995427,0.48500001430511475,0.02372185,0.17158203125,0.9996737837791443
3279,799.96,90.20399999999998,248,507904,154,2.3880987545475363,0.0003,17150,-0.7360658010467886,0.2,-0.016624389475327916,0.7572708129882812,0.020122755,0.18291015625,0.9989916086196899
3291,799.96,91.04799999999999,249,509952,154,1.605914474464953,0.0003,17160,-0.7117478042840958,0.2,-0.025252158718649297,0.36391255259513855,0.01901604,0.17666015625,0.9995990991592407
3304,799.96,92.34299999999999,250,512000,154,1.8192380243912338,0.0003,17170,-0.6734769841656089,0.2,-0.02496536721737357,0.35178473591804504,0.022849906,0.181494140625,0.9996607899665833
3316,799.96,93.54199999999999,251,514048,154,1.4574676752090454,0.0003,17180,-0.7583079362288118,0.2,-0.020486356647597858,0.23754549026489258,0.021190094,0.19619140625,0.9996228814125061
3328,799.96,94.01900000000002,252,516096,155,1.1468461882323027,0.0003,17190,-0.6824691237881779,0.2,-0.023836307419696823,0.19372880458831787,0.025448568,0.18623046875,0.9997326135635376
3341,799.96,93.81900000000002,253,518144,155,1.3125518150627613,0.0003,17200,-0.7614244118332862,0.2,-0.019600372127024458,0.35932421684265137,0.02128061,0.160107421875,0.9996858835220337
3353,799.96,93.78,254,520192,155,1.7812219826504587,0.0003,17210,-0.6631466810591519,0.2,-0.011182388534871279,0.5965478420257568,0.018250369,0.147802734375,0.9992629289627075
3366,800.0,92.382,255,522240,155,1.9379458740353583,0.0003,17220,-0.7046379399485886,0.2,-0.021069865296885835,0.5322067737579346,0.017986894,0.1703125,0.9996526837348938
3378,800.0,92.10199999999999,256,524288,155,1.1226262665353715,0.0003,17230,-0.7019375946372748,0.2,-0.021764661601628175,0.29960766434669495,0.026705269,0.213916015625,0.9995565414428711
3391,800.0,92.222,257,526336,155,2.2861109809949993,0.0003,17240,-0.716869810782373,0.2,-0.021138569562754127,1.0454658269882202,0.020141387,0.186083984375,0.9994624853134155
3402,800.0,86.49799999999999,258,528384,155,1.9172503475099802,0.0003,17250,-0.7036648249253631,0.2,-0.02183183780434774,0.8924128413200378,0.01898565,0.1650390625,0.9995830655097961
3414,800.0,86.961,259,530432,155,1.4512121988460422,0.0003,17260,-0.886181297712028,0.2,-0.008475442684721201,0.38435155153274536,0.02406606,0.197216796875,0.9984259605407715
3426,800.0,88.09200000000001,260,532480,155,1.4448552556335925,0.0003,17270,-0.747585646994412,0.2,-0.020967683887283782,0.4587140381336212,0.016753815,0.172900390625,0.9996958374977112
3439,799.47,89.00899999999997,261,534528,155,1.291820808686316,0.0003,17280,-0.6270806503482163,0.2,-0.01824125401326455,0.25151270627975464,0.016616441,0.135546875,0.9997667670249939
3451,799.47,89.47699999999998,262,536576,155,354.0458567097783,0.0003,17290,-0.7241284601390362,0.2,-0.006922074448812055,175.6273193359375,0.004561251,0.0576171875,0.9568498134613037
3463,799.47,89.82999999999998,263,538624,155,3.2528675075620415,0.0003,17300,-0.683300884347409,0.2,-0.021049769496312366,0.9924361705780029,0.020924058,0.14853515625,0.9990180134773254
3475,799.47,85.76899999999998,264,540672,155,1.6969220072031022,0.0003,17310,-0.6771185451187194,0.2,-0.025889747150358744,0.596153974533081,0.019204717,0.178662109375,0.9996879696846008
3486,799.47,86.04099999999998,265,542720,155,2.5057674827054144,0.0003,17320,-0.8720219073817134,0.2,-0.009119999884569551,0.6730261445045471,0.018022694,0.194287109375,0.9986616969108582
3498,798.67,86.93500000000002,266,544768,155,1.1522847020998597,0.0003,17330,-0.6417013644240797,0.2,-0.024664980679517612,0.5308623313903809,0.025102854,0.197802734375,0.9995841979980469
3510,798.67,86.166,267,546816,155,417.14087061583996,0.0003,17340,-0.6969018457457423,0.2,-0.008848218159982935,6.075036525726318,0.006702712,0.093505859375,0.9507570266723633
3521,798.49,86.916,268,548864,155,1.6154620409011842,0.0003,17350,-0.6665088662877678,0.2,-0.017268695424718317,0.34158462285995483,0.028151263,0.1615234375,0.9993771910667419
3534,798.49,87.00300000000001,269,550912,155,395.970196172595,0.0003,17360,-0.7346611168235541,0.2,-0.010484227629785892,5.1677775382995605,0.0097639775,0.117529296875,0.9605070352554321
3546,798.23,87.65799999999999,270,552960,155,5.354982535541057,0.0003,17370,-0.6532184273004532,0.2,-0.023285850617685355,4.166094779968262,0.027895916,0.200537109375,0.9988529682159424
3558,798.23,87.939,271,555008,155,356.06884386092423,0.0003,17380,-0.6955785987898707,0.2,-0.011043907611019676,62.781375885009766,0.012380185,0.123291015625,0.957748293876648
3571,798.23,88.64,272,557056,155,7.09154948964715,0.0003,17390,-0.7225858509540558,0.2,-0.027263921295525507,1.3321443796157837,0.023060206,0.205517578125,0.997338593006134
3583,798.23,88.375,273,559104,156,6.273060244321823,0.0003,17400,-0.6414943520911038,0.2,-0.02587729111837689,2.7646121978759766,0.01647036,0.1626953125,0.9984797835350037
3595,798.23,88.15100000000001,274,561152,156,2.243554147705436,0.0003,17410,-0.7511716907843947,0.2,-0.022138277564954477,0.5060188174247742,0.028136535,0.22353515625,0.9991024732589722
3607,798.23,88.50400000000003,275,563200,156,4.145647555962205,0.0003,17420,-0.6641453078016639,0.2,-0.02092340984963812,1.5577263832092285,0.01609924,0.154150390625,0.9988164901733398
3620,798.23,88.19200000000002,276,565248,156,3.030010035634041,0.0003,17430,-0.7050676079466939,0.2,-0.027087187772849575,0.7251989841461182,0.020194672,0.20771484375,0.9992250800132751
3632,798.23,88.483,277,567296,156,1.965046413987875,0.0003,17440,-0.6915036173537373,0.2,-0.027233976946445183,0.41142311692237854,0.023776207,0.1974609375,0.9993067979812622
3643,798.23,88.19900000000001,278,569344,156,2.0608684262260795,0.0003,17450,-0.7129473501816392,0.2,-0.01949508385005174,0.6397842168807983,0.022061298,0.180908203125,0.9993431568145752
3656,798.23,86.72599999999998,279,571392,156,2.090032613836229,0.0003,17460,-0.8140481928363442,0.2,-0.024407602795690764,0.5971479415893555,0.019978862,0.214013671875,0.9990646839141846
3669,798.23,86.73299999999999,280,573440,156,1.8036965837702155,0.0003,17470,-0.6868999250233173,0.2,-0.025712729290535207,0.46848297119140625,0.029939568,0.217822265625,0.9989644885063171
3681,798.23,87.34500000000001,281,575488,156,1.9631822420284153,0.0003,17480,-0.7791790885850787,0.2,-0.020785221629193985,0.8662567734718323,0.020740326,0.174560546875,0.999131977558136
3693,798.23,86.03600000000002,282,577536,156,1.8275430934503674,0.0003,17490,-0.6654844576492905,0.2,-0.023570467483659742,0.669684886932373,0.02130296,0.184912109375,0.9994970560073853
3705,798.23,86.05400000000002,283,579584,156,1.572033568844199,0.0003,17500,-0.7743569998070597,0.2,-0.015573041149764322,0.6068265438079834,0.021865655,0.208251953125,0.9991104602813721
3717,798.23,86.58700000000003,284,581632,156,2.3927973246201875,0.0003,17510,-0.6667046965099871,0.2,-0.022950494624092245,1.0006177425384521,0.01810949,0.153515625,0.9991987347602844
3730,798.23,86.56600000000002,285,583680,156,1.5238779948092998,0.0003,17520,-0.7429061160422862,0.2,-0.02226073673373321,0.30073654651641846,0.019997135,0.188671875,0.9996451735496521
3742,798.23,87.54,286,585728,156,2.44838737975806,0.0003,17530,-0.7745852382853627,0.2,-0.01846606676845113,0.9150075912475586,0.018842287,0.166845703125,0.9992303848266602
3755,798.23,87.61400000000002,287,587776,156,1.843914914689958,0.0003,17540,-0.684824762120843,0.2,-0.025341107534768526,0.8071017861366272,0.021244597,0.1826171875,0.9994230270385742
3767,798.23,86.99300000000001,288,589824,156,1.609414317086339,0.0003,17550,-0.7879854422062635,0.2,-0.024452152258891146,0.2376096248626709,0.017917084,0.168115234375,0.999557375907898
3779,798.23,86.96400000000001,289,591872,156,1.2473361231386662,0.0003,17560,-0.7349919455125928,0.2,-0.02257205256901216,0.3756815493106842,0.023678664,0.19560546875,0.9995166659355164
3792,798.23,87.60000000000002,290,593920,156,1.6115468375384807,0.0003,17570,-0.7621822087094188,0.2,-0.021236225022585133,0.4803135395050049,0.023128795,0.1751953125,0.9996057748794556
3805,798.23,87.65900000000002,291,595968,156,1.6339346021413803,0.0003,17580,-0.680555615760386,0.2,-0.02836366920673754,0.321869432926178,0.023450032,0.18037109375,0.999646008014679
3817,798.23,87.307,292,598016,156,1.3506543149240315,0.0003,17590,-0.7555242888629436,0.2,-0.02149601486453321,0.3737853765487671,0.021558894,0.185400390625,0.9997150301933289
3829,798.23,86.59900000000002,293,600064,156,1.3850426549091934,0.0003,17600,-0.7741337263956666,0.2,-0.019567804702091962,0.264426589012146,0.01758394,0.165380859375,0.9992607831954956
3843,798.23,87.33100000000002,294,602112,156,1.5383097179234029,0.0003,17610,-0.7728017218410969,0.2,-0.02905341017903993,0.35653045773506165,0.019536335,0.20869140625,0.9997114539146423
3855,798.23,86.49000000000002,295,604160,156,1.4059513976797462,0.0003,17620,-0.771360588632524,0.2,-0.02082383893430233,0.3961818516254425,0.01634231,0.176171875,0.9995773434638977
3868,798.23,85.801,296,606208,156,1.5766527362167835,0.0003,17630,-0.7489197896793485,0.2,-0.02765397917246446,0.43345776200294495,0.019980133,0.17060546875,0.9996168613433838
3880,798.23,90.5,297,608256,156,1.0784508049488069,0.0003,17640,-0.8203507170081139,0.2,-0.01934983006940456,0.8464273810386658,0.018738814,0.193994140625,0.9997608661651611
3892,798.23,90.262,298,610304,156,1.056620084028691,0.0003,17650,-0.7554300205782056,0.2,-0.02072642584244022,0.25549522042274475,0.024364889,0.193896484375,0.9997015595436096
3905,798.23,90.02300000000001,299,612352,156,1.3689047208055853,0.0003,17660,-0.8041920125484466,0.2,-0.022008241363801063,0.4077308177947998,0.022244725,0.208642578125,0.9996811747550964
3918,798.76,88.47800000000001,300,614400,156,1.1717618977651,0.0003,17670,-0.7027786992490291,0.2,-0.02354169373138575,0.1441505402326584,0.02262673,0.2041015625,0.9997221827507019
3930,798.76,87.21900000000001,301,616448,156,1.0427988746203483,0.0003,17680,-0.8018843105062843,0.2,-0.023261522538086866,0.2647970914840698,0.020824533,0.195068359375,0.9997963309288025
3943,798.76,86.557,302,618496,156,1.3711797737516462,0.0003,17690,-0.7740337871015072,0.2,-0.01809642116568284,0.3319326937198639,0.022322198,0.165771484375,0.9994401931762695
3956,798.76,90.803,303,620544,156,1.3104012550786137,0.0003,17700,-0.754295689612627,0.2,-0.02012805737758754,0.4269174635410309,0.022549322,0.192822265625,0.9997528195381165
3968,798.76,91.07700000000001,304,622592,156,1.7715220715850593,0.0003,17710,-0.7585134228691459,0.2,-0.027136466922820547,0.8235269784927368,0.0307655,0.187890625,0.9996016621589661
3981,799.56,90.178,305,624640,156,1.3715300639159977,0.0003,17720,-0.6987758535891772,0.2,-0.028151733400591183,0.22915813326835632,0.0557527,0.164404296875,0.9997527003288269
3993,799.56,91.029,306,626688,156,1.2148395098745823,0.0003,17730,-0.8292210163548589,0.2,-0.02523780649935361,0.34267109632492065,0.022100002,0.20029296875,0.999754011631012
4005,799.74,89.42199999999998,307,628736,156,1.4218925390392543,0.0003,17740,-0.6549326061271131,0.2,-0.025384536894853225,0.39449405670166016,0.01990715,0.163330078125,0.9997578859329224
4018,799.74,88.67099999999999,308,630784,156,1.472700629942119,0.0003,17750,-0.7995947942137718,0.2,-0.01619675539986929,0.3756740093231201,0.01996079,0.16513671875,0.9995428919792175
4030,800.0,88.52400000000002,309,632832,156,1.284290959406644,0.0003,17760,-0.7319024881348014,0.2,-0.024758008430944757,0.6048021912574768,0.025016777,0.19853515625,0.9996024370193481
4043,800.0,87.905,310,634880,157,1.1022465953603386,0.0003,17770,-0.7377595197409391,0.2,-0.024907302131759936,0.49039801955223083,0.030134432,0.22294921875,0.9997953772544861
4055,800.0,87.73599999999999,311,636928,157,1.2829898509196938,0.0003,17780,-0.7016006868332625,0.2,-0.01806250907247886,0.46125301718711853,0.016850948,0.160302734375,0.9996610879898071
4067,800.0,88.00699999999999,312,638976,157,0.9252936707809567,0.0003,17790,-0.706080018915236,0.2,-0.02499185374181252,0.3375537395477295,0.026400773,0.19755859375,0.999796450138092
4080,800.0,87.09899999999999,313,641024,157,1.299219150748104,0.0003,17800,-0.7922580063343048,0.2,-0.02661002041422762,0.42858803272247314,0.019148005,0.19111328125,0.9995973110198975
4092,800.0,87.494,314,643072,157,1.0469886551611125,0.0003,17810,-0.7291840828955174,0.2,-0.021570049683214167,0.18597878515720367,0.025135882,0.18876953125,0.999706506729126
4104,800.0,86.60599999999998,315,645120,157,1.4620465571060777,0.0003,17820,-0.7781601874157786,0.2,-0.02005012191948481,0.29528236389160156,0.016381513,0.172119140625,0.9996054768562317
4116,800.0,86.36400000000002,316,647168,157,1.0017206461634487,0.0003,17830,-0.7127309069037437,0.2,-0.014043313976435457,0.19118496775627136,0.026572831,0.18486328125,0.9993278980255127
4128,800.0,86.74700000000001,317,649216,157,1.5516416339203716,0.0003,17840,-0.7542889589443803,0.2,-0.0240802870655898,0.46725109219551086,0.027767852,0.2091796875,0.9996735453605652
4141,800.0,89.04,318,651264,157,1.5463337291032075,0.0003,17850,-0.6875345848500729,0.2,-0.028047018297365868,0.3961714506149292,0.024613867,0.185302734375,0.999609649181366
4153,800.0,89.15900000000002,319,653312,157,1.2294755049049855,0.0003,17860,-0.7266568752005697,0.2,-0.02775786774873268,0.48600393533706665,0.028384292,0.217236328125,0.9998070001602173
4166,800.0,89.098,320,655360,157,1.0675559795461596,0.0003,17870,-0.7419755775481462,0.2,-0.02469392403436359,0.3778213858604431,0.017823277,0.180712890625,0.9997742176055908
4178,799.11,90.87999999999998,321,657408,157,1.0134703638032079,0.0003,17880,-0.7363373959437013,0.2,-0.02196727533446392,0.19881640374660492,0.026010584,0.172802734375,0.9997547268867493
4190,799.11,90.94099999999999,322,659456,157,594.260363970697,0.0003,17890,-0.7677237816154957,0.2,-0.00816576455545146,887.9224853515625,0.009362635,0.133203125,0.9394655227661133
4202,799.11,89.99199999999999,323,661504,157,2.201296310685575,0.0003,17900,-0.6823906212113797,0.2,-0.023152988283254673,0.7101637125015259,0.019844625,0.1861328125,0.9995545148849487
4214,799.11,89.902,324,663552,157,1.6143202373757959,0.0003,17910,-0.8096135092899204,0.2,-0.024616158055141567,0.6017137765884399,0.026668359,0.2134765625,0.999755859375
4227,799.11,90.113,325,665600,157,2.0089484887197613,0.0003,17920,-0.7124112732708454,0.2,-0.030013489309931175,0.6760620474815369,0.028594267,0.225,0.9994471669197083
4239,799.11,90.272,326,667648,157,2.1842109208926557,0.0003,17930,-0.7293664440512657,0.2,-0.022547665858292022,0.5758112072944641,0.023783749,0.18095703125,0.9995447993278503
4251,799.11,90.57599999999998,327,669696,157,1.9489738252013922,0.0003,17940,-0.7434570606797933,0.2,-0.025667167722713203,0.5724108219146729,0.020732017,0.180908203125,0.9994280934333801
4264,799.11,90.34900000000002,328,671744,157,1.1949258613400162,0.0003,17950,-0.7302716853097081,0.2,-0.02497394984238781,0.18028248846530914,0.023587778,0.195556640625,0.9997596144676208
4276,799.11,90.18800000000003,329,673792,157,1.310605244152248,0.0003,17960,-0.7785740477964282,0.2,-0.021946484546060675,0.17733246088027954,0.023153134,0.177734375,0.9995134472846985
4288,799.11,89.93400000000001,330,675840,157,1.0570941374637186,0.0003,17970,-0.7083625199273229,0.2,-0.029923628859978634,0.2634142339229584,0.029552534,0.200390625,0.9996509552001953
